eth_sent,eth_received,num_sent_txs,num_received_txs,total_txs,address,account_age_days,avg_time_diff_hours,avg_tx_value,std_dev_tx_value
1.0,0.0,1,0,1,0xb34ba24a48bd9c3bff394dc0a2cedc342718b936,0.0,0.0,1.0,0.0
10.0,0.0,1,0,1,0x7999e857896174d63b01c13d4ac10f174ad97993,0.0,0.0,10.0,0.0
1.0,0.0,1,0,1,0x22e4baa509bf780bcba76aa9e50c323330e39da8,0.0,0.0,1.0,0.0
1.674,0.0,4,0,4,0x32d9f73dc73b4a2bc2b7b1f92d97ace50005966d,9.350162037037038,74.8012962962963,0.4185,0.2626842210716129
1.0,0.0,1,0,1,0xd4f1a6275c9f9b81440ff3d2a1beeeb170c17e66,0.0,0.0,1.0,0.0
0.2,0.0,1,0,1,0xc83c24c7be1a542cd07b36d994452eebf698c054,0.0,0.0,0.2,0.0
2.0,0.0,1,0,1,0x006b6163731165de259d2ec8b02b452269b9c522,0.0,0.0,2.0,0.0
2.0,0.0,1,0,1,0xcd143bd4da7483ced5c1b97dd2dcdfb94f5c4b38,0.0,0.0,2.0,0.0
1.0,0.0,1,0,1,0x8450dc9630511500be6bc9c44f928444b3919231,0.0,0.0,1.0,0.0
19.338509000000002,19.34,2,10,12,0x6fcf42fcd9c6a54b64d1b52083700142952a2805,240.57623842592594,524.8936111111111,3.223209083333334,4.030190733186558
0.0,11.0,0,1,1,0x60373771cfda780692d5b965956248ff3ab5dba9,0.0,0.0,11.0,0.0
0.0,12.812447630000001,0,2,2,0x2bb80a846530a8b527ebe158e09edb52d23f6b2a,0.3187847222222222,7.650833333333333,6.406223815000001,2.732663914999605
